hid,idno,relation,sex,age,age_month,marstat,religion,school_attend,educ_attain,yrs_school,literacy,act_status,labor_force,occupation,industry,migrate_recent,disability,blind,deaf,mental,ch_weight,ch_height,children_born,children_surv,births_12m,hhweight
45d52135753,2,2,2,30,,2,6,3,2,11,1,1,1,5,7,20,0,0,0,0,,,3,3,0,324.1454797979798
45d52135753,3,3,2,3,37,1,6,2,1,0,0,0,0,0,0,20,0,0,0,0,14.35,95.2,,,,324.1454797979798
45d52135753,4,3,2,5,,1,6,1,1,0,2,0,0,0,0,20,0,0,0,0,,,,,,324.1454797979798
45d52135753,5,3,1,9,,1,6,1,1,2,1,0,0,0,0,20,0,0,0,0,,,,,,324.1454797979798
4d62ef71fc5,1,1,1,47,,2,6,3,3,12,1,1,1,9,3,0,0,0,0,0,,,,,,385.4511426806671
4d62ef71fc5,2,2,2,55,,2,6,3,3,12,1,1,1,5,15,10,0,0,0,0,,,5,5,0,385.4511426806671
4d62ef71fc5,3,3,2,23,,2,6,3,3,12,1,1,1,4,14,20,0,0,0,0,,,1,1,1,385.4511426806671
4d62ef71fc5,4,4,1,5,,1,6,1,1,0,1,0,0,0,0,20,0,0,0,0,,,,,,385.4511426806671
4d62ef71fc5,5,4,1,26,,2,6,3,2,6,1,1,1,7,3,99,0,0,0,0,,,,,,385.4511426806671
4d62ef71fc5,6,4,2,75,,4,6,2,1,0,2,3,2,0,0,99,1,0,0,0,,,6,6,0,385.4511426806671
5264b9a953f,1,1,1,28,,2,6,3,2,6,1,1,1,6,1,20,0,0,0,0,,,,,,266.6210707070707
5264b9a953f,2,2,2,27,,2,6,3,2,7,1,1,1,6,1,11,0,0,0,0,,,1,1,0,266.6210707070707
5264b9a953f,3,3,2,2,28,1,6,2,0,,0,0,0,0,0,99,0,0,0,0,11.74,86.7,,,,266.6210707070707
5264b9a953f,4,4,2,45,,4,6,2,1,0,2,3,2,0,0,10,0,0,0,0,,,3,3,0,266.6210707070707
5711850cf0a,1,1,1,52,,2,6,3,2,6,1,1,1,6,1,10,0,0,0,0,,,,,,266.6210707070707
5711850cf0a,2,2,2,49,,2,6,3,1,4,1,3,2,0,0,11,0,0,0,0,,,5,4,0,266.6210707070707
5711850cf0a,3,3,2,11,,1,6,1,1,1,1,0,0,0,0,10,0,0,0,0,,,,,,266.6210707070707
5711850cf0a,4,3,2,13,,1,6,1,1,4,1,3,0,0,0,11,0,0,0,0,,,0,,0,266.6210707070707
5711850cf0a,5,3,1,15,,1,6,1,2,8,1,3,2,0,0,11,0,0,0,0,,,,,,266.6210707070707
5711850cf0a,6,3,2,17,,1,6,1,2,8,1,3,2,0,0,11,0,0,0,0,,,0,,0,266.6210707070707
58387072a27,1,1,1,46,,2,6,2,1,0,2,1,1,6,1,99,0,0,0,0,,,,,,266.6210707070707
58387072a27,2,2,2,38,,2,6,3,1,2,2,1,1,6,1,99,0,1,0,0,,,4,4,0,266.6210707070707
58387072a27,3,3,1,6,,1,6,1,1,0,2,0,0,0,0,0,0,0,0,0,,,,,,266.6210707070707
58387072a27,4,3,1,9,,1,6,1,1,1,1,0,0,0,0,99,0,0,0,0,,,,,,266.6210707070707
58387072a27,5,3,2,11,,1,6,1,1,2,1,3,0,0,0,20,0,0,0,0,,,,,,266.6210707070707
58387072a27,6,3,2,18,,1,6,1,1,4,1,3,2,0,0,10,0,0,0,0,,,0,,0,266.6210707070707
59ffa1ecd7d,1,1,1,81,,2,6,4,1,0,1,3,2,0,0,0,0,0,0,0,,,,,,385.4511426806671
59ffa1ecd7d,2,2,2,76,,2,6,3,2,9,1,3,2,0,0,99,0,1,0,0,,,,,,385.4511426806671
59ffa1ecd7d,3,3,2,38,,1,6,3,3,11,1,1,1,4,13,99,0,0,0,0,,,2,2,0,385.4511426806671
59ffa1ecd7d,4,3,2,39,,2,6,3,3,11,1,3,2,0,0,99,0,0,0,0,,,2,2,0,385.4511426806671
59ffa1ecd7d,5,4,1,13,,1,6,1,2,7,1,3,0,0,0,99,0,0,0,0,,,,,,385.4511426806671
59ffa1ecd7d,6,4,1,18,,2,6,1,3,11,1,3,2,0,0,99,0,0,0,0,,,,,,385.4511426806671
5ccdde7ff44,1,1,1,50,,2,6,3,2,7,1,1,1,6,1,20,0,0,0,0,,,,,,324.1454797979798
5ccdde7ff44,2,2,2,38,,2,6,1,2,6,1,1,1,2,12,99,0,0,0,0,,,2,2,0,324.1454797979798
5ccdde7ff44,3,3,2,3,40,1,6,2,0,,0,0,0,0,0,20,0,0,0,0,14.02,93.2,,,,324.1454797979798
5ccdde7ff44,4,3,2,4,51,1,6,2,0,,0,0,0,0,0,20,0,0,0,0,15.09,100.4,,,,324.1454797979798
60cf99a8208,1,1,1,42,,2,6,3,2,10,1,1,1,5,3,12,0,0,0,0,,,,,,385.4511426806671
60cf99a8208,2,2,2,41,,2,6,3,4,17,1,2,1,0,0,12,0,0,0,0,,,3,3,0,385.4511426806671
60cf99a8208,3,3,2,1,21,1,6,2,0,,0,0,0,0,0,12,0,0,0,0,10.89,82.9,,,,385.4511426806671
60cf99a8208,4,3,1,15,,1,6,1,2,8,1,3,2,0,0,12,0,0,0,0,,,,,,385.4511426806671
60cf99a8208,5,3,1,19,,1,6,1,3,14,1,3,2,0,0,12,0,0,0,0,,,,,,385.4511426806671
6425a048293,1,1,1,30,,2,6,3,1,4,1,1,1,9,15,12,0,0,0,0,,,,,,324.1454797979798
6425a048293,2,2,2,25,,2,6,3,1,4,1,3,2,0,0,12,0,0,0,0,,,4,4,0,324.1454797979798
6425a048293,3,3,1,2,25,1,6,2,0,,0,0,0,0,0,12,0,0,0,0,11.52,83.5,,,,324.1454797979798
6425a048293,4,3,2,5,,1,6,2,1,0,2,0,0,0,0,99,0,0,0,0,,,,,,324.1454797979798
6425a048293,5,3,2,9,,1,6,1,1,2,1,0,0,0,0,99,0,0,0,0,,,,,,324.1454797979798
6425a048293,6,3,2,11,,1,6,1,1,4,1,3,0,0,0,12,0,0,0,0,,,,,,324.1454797979798
67a3286e7a9,1,1,1,34,,2,6,3,3,12,1,1,1,7,6,11,0,0,0,0,,,,,,385.4511426806671
67a3286e7a9,2,2,2,31,,2,6,3,3,12,1,3,2,0,0,12,0,0,0,0,,,2,2,0,385.4511426806671
67a3286e7a9,3,3,2,8,,1,6,1,1,3,1,0,0,0,0,11,0,0,0,0,,,,,,385.4511426806671
67a3286e7a9,4,3,1,10,,1,6,1,1,4,1,3,0,0,0,30,0,0,0,0,,,,,,385.4511426806671
67a3286e7a9,5,4,2,64,,4,6,2,1,0,1,3,2,0,0,12,1,0,1,1,,,,,,385.4511426806671
6a1c9c56dc5,1,1,1,41,,2,6,2,1,0,2,1,1,6,1,30,0,0,0,0,,,,,,266.6210707070707
6a1c9c56dc5,2,2,2,40,,2,6,2,1,0,2,1,1,6,1,99,0,0,0,0,,,9,6,0,266.6210707070707
6a1c9c56dc5,3,3,2,6,,1,6,2,1,0,2,3,0,0,0,0,0,0,0,0,,,,,,266.6210707070707
6a1c9c56dc5,4,3,2,13,,1,6,2,1,0,2,3,0,0,0,11,0,0,0,0,,,0,,0,266.6210707070707
6a1c9c56dc5,5,3,2,17,,1,6,2,1,0,2,3,2,0,0,99,0,0,0,0,,,0,,0,266.6210707070707
6a1c9c56dc5,6,3,1,18,,1,6,4,1,0,1,3,2,0,0,99,0,0,0,0,,,,,,266.6210707070707
6a1c9c56dc5,7,3,1,20,,2,6,2,1,0,2,1,1,6,1,30,0,0,0,0,,,,,,266.6210707070707
6a2cb798ecf,1,1,1,74,,2,6,4,1,0,2,1,1,6,1,0,1,0,1,0,,,,,,385.4511426806671
6a2cb798ecf,2,2,2,67,,2,6,3,1,0,2,3,2,0,0,99,1,1,0,0,,,8,8,0,385.4511426806671
6a2cb798ecf,3,3,1,18,,1,6,1,2,8,1,3,2,0,0,99,0,0,0,0,,,,,,385.4511426806671
6a2cb798ecf,4,3,2,22,,2,6,1,1,4,1,1,1,9,15,99,0,0,0,0,,,1,1,0,385.4511426806671
6a2cb798ecf,5,4,2,3,46,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,13.93,98.6,,,,385.4511426806671
6a2cb798ecf,6,4,1,28,,2,6,2,1,0,2,1,1,7,5,99,0,0,0,0,,,,,,385.4511426806671
6a70474d7dc,1,1,1,28,,2,6,3,4,16,1,1,1,2,3,12,0,0,0,0,,,,,,324.1454797979798
6a70474d7dc,2,2,2,27,,2,6,3,4,13,1,1,1,2,12,12,0,0,0,0,,,2,2,0,324.1454797979798
6a70474d7dc,3,3,2,0,4,1,6,2,0,,0,0,0,0,0,12,0,0,0,0,6.03,61.6,,,,324.1454797979798
6a70474d7dc,4,3,1,2,33,1,6,2,0,,0,0,0,0,0,12,0,0,0,0,13.46,92.6,,,,324.1454797979798
6b01080cfa3,1,1,2,60,,2,6,3,1,5,1,1,1,9,15,20,0,0,0,0,,,9,9,,385.4511426806671
6b01080cfa3,2,2,1,61,,2,1,3,2,6,1,1,1,8,8,12,0,0,0,0,,,,,,385.4511426806671
6b01080cfa3,3,3,1,18,,1,6,1,2,7,1,3,2,0,0,10,0,0,0,0,,,,,,385.4511426806671
6b01080cfa3,4,3,1,20,,1,6,1,2,10,1,3,2,0,0,11,0,0,0,0,,,,,,385.4511426806671
6b01080cfa3,5,3,1,25,,1,6,3,2,7,1,1,1,3,14,20,0,0,0,0,,,,,,385.4511426806671
6b01080cfa3,6,3,1,26,,1,6,3,2,7,1,1,1,5,11,99,0,0,0,0,,,,,,385.4511426806671
6dd4a066ffc,1,1,1,61,,2,6,4,1,0,1,1,1,5,6,12,0,0,0,0,,,,,,385.4511426806671
6dd4a066ffc,2,2,2,60,,2,6,4,1,0,2,3,2,0,0,99,0,0,0,0,,,9,7,0,385.4511426806671
6dd4a066ffc,3,3,2,30,,2,6,1,3,12,1,1,1,3,6,12,0,0,0,0,,,1,1,0,385.4511426806671
6dd4a066ffc,4,4,1,5,,1,6,1,1,0,1,0,0,0,0,12,0,0,0,0,,,,,,385.4511426806671
6dd4a066ffc,5,4,1,29,,2,6,4,1,0,1,1,1,5,7,99,0,0,0,0,,,,,,385.4511426806671
70a24b15b41,1,1,1,40,,2,6,4,1,0,1,1,1,6,1,30,0,0,0,0,,,,,,324.1454797979798
70a24b15b41,2,2,2,42,,2,6,4,1,0,1,3,2,0,0,0,0,0,0,0,,,4,4,1,324.1454797979798
70a24b15b41,3,4,1,0,3,1,6,2,0,,0,0,0,0,0,0,0,0,0,0,6.84,61.7,,,,324.1454797979798
70a24b15b41,4,4,1,2,35,1,6,2,0,,0,0,0,0,0,0,0,0,0,0,13.49,92.3,,,,324.1454797979798
70a24b15b41,5,5,2,36,,2,6,4,1,0,1,3,2,0,0,99,0,0,0,0,,,4,4,1,324.1454797979798
7384f11962f,1,1,2,68,,2,6,4,1,0,1,3,2,0,0,99,0,0,0,0,,,3,3,,385.4511426806671
7384f11962f,2,2,1,65,,2,6,4,1,0,1,1,1,7,5,99,0,0,0,0,,,,,,385.4511426806671
7384f11962f,3,3,2,19,,1,6,4,1,0,1,2,1,0,0,99,0,0,0,0,,,0,,0,385.4511426806671
7384f11962f,4,3,2,42,,4,6,4,1,0,1,1,1,4,11,99,0,0,0,0,,,3,3,0,385.4511426806671
7384f11962f,5,3,1,50,,1,6,4,1,0,1,2,1,0,0,99,0,0,0,0,,,,,,385.4511426806671
7384f11962f,6,4,2,2,34,1,6,2,0,,0,0,0,0,0,10,0,0,0,0,13.48,93.1,,,,385.4511426806671
7384f11962f,7,4,1,5,,1,6,4,1,0,1,0,0,0,0,99,0,0,0,0,,,,,,385.4511426806671
7589ee5e7aa,1,1,1,26,,2,6,3,3,12,1,1,1,9,1,12,0,0,0,0,,,,,,324.1454797979798
7589ee5e7aa,2,2,2,26,,2,6,3,3,12,1,3,2,0,0,0,0,0,0,0,,,2,2,0,324.1454797979798
7589ee5e7aa,3,3,2,3,41,1,6,2,1,0,0,0,0,0,0,99,0,0,0,0,14.16,92.4,,,,324.1454797979798
7589ee5e7aa,4,3,2,5,,1,6,3,1,0,2,0,0,0,0,99,0,0,0,0,,,,,,324.1454797979798
79f8080ec59,1,1,1,60,,2,6,4,1,0,1,3,2,0,0,0,0,0,0,0,,,,,,385.4511426806671
79f8080ec59,2,2,2,55,,2,6,4,1,0,1,3,2,0,0,20,0,0,0,0,,,2,2,0,385.4511426806671
79f8080ec59,3,3,1,27,,1,6,4,1,0,1,1,1,4,7,20,0,0,0,0,,,,,,385.4511426806671
79f8080ec59,4,3,2,34,,1,6,4,1,0,1,2,1,0,0,20,0,0,0,0,,,0,,0,385.4511426806671
79f8080ec59,5,4,1,31,,1,6,4,1,0,1,1,1,0,0,11,0,0,0,0,,,,,,385.4511426806671
7d0cbdedc5d,1,1,1,41,,2,6,3,2,10,1,1,1,8,3,11,0,0,0,0,,,,,,385.4511426806671
7d0cbdedc5d,2,2,2,38,,2,6,4,1,0,1,3,2,0,0,12,0,0,0,0,,,2,2,0,385.4511426806671
7d0cbdedc5d,3,3,1,15,,1,6,1,2,9,1,3,2,0,0,0,0,0,0,0,,,,,,385.4511426806671
7d0cbdedc5d,4,3,2,16,,1,6,1,2,9,1,3,2,0,0,11,0,0,0,0,,,0,,0,385.4511426806671
7d0cbdedc5d,5,4,2,77,,4,6,4,1,0,1,3,2,0,0,99,0,0,0,0,,,,,,385.4511426806671
8541909eb0d,1,1,1,46,,2,6,3,2,9,1,1,1,7,8,0,0,0,0,0,,,,,,385.4511426806671
8541909eb0d,2,2,2,46,,2,6,3,2,9,1,3,2,0,0,20,0,0,0,0,,,3,3,0,385.4511426806671
8541909eb0d,3,3,2,17,,1,6,1,2,8,1,3,2,0,0,10,0,0,0,0,,,0,,0,385.4511426806671
8541909eb0d,4,3,1,22,,2,6,3,2,6,1,1,1,5,8,99,0,0,0,0,,,,,,385.4511426806671
8541909eb0d,5,3,2,24,,2,6,3,2,6,1,3,2,0,0,10,0,0,0,0,,,1,1,0,385.4511426806671
8541909eb0d,6,4,1,7,,1,6,1,1,2,1,0,0,0,0,20,0,0,0,0,,,,,,385.4511426806671
8a722d2eb3e,1,1,1,42,,2,6,1,1,1,1,1,1,6,1,10,0,0,0,0,,,,,,266.6210707070707
8a722d2eb3e,2,2,2,42,,2,6,1,1,0,2,1,1,6,1,11,0,0,0,0,,,3,3,0,266.6210707070707
8a722d2eb3e,3,3,2,15,,2,6,1,2,6,1,1,1,6,1,20,0,0,0,0,,,0,,0,266.6210707070707
8a722d2eb3e,4,3,1,18,,1,6,1,2,9,1,1,1,6,1,99,0,0,0,0,,,,,,266.6210707070707
8a722d2eb3e,5,3,1,19,,1,6,1,3,12,1,1,1,6,1,20,0,0,0,0,,,,,,266.6210707070707
8b46b7754b6,1,1,1,50,,2,6,4,1,0,1,3,2,0,0,12,0,0,0,0,,,,,,324.1454797979798
8b46b7754b6,2,2,2,47,,2,6,4,1,0,1,3,2,6,1,99,0,0,0,0,,,7,5,0,324.1454797979798
8b46b7754b6,3,3,2,23,,1,6,4,1,0,1,1,1,2,12,99,0,0,0,0,,,0,,0,324.1454797979798
8b46b7754b6,4,4,1,3,41,1,6,1,1,0,0,0,0,0,0,99,0,0,0,0,14.04,94.1,,,,324.1454797979798
8b46b7754b6,5,4,2,4,49,1,6,1,1,0,0,0,0,0,0,99,0,0,0,0,14.75,98.7,,,,324.1454797979798
96277be6ffc,1,1,1,73,,2,6,3,1,1,1,1,1,5,11,0,1,0,0,0,,,,,,385.4511426806671
96277be6ffc,2,2,2,79,,2,6,4,1,0,1,3,2,0,0,11,0,0,0,0,,,,,,385.4511426806671
96277be6ffc,3,3,2,42,,1,6,4,1,0,1,1,1,6,1,20,0,0,0,0,,,0,,0,385.4511426806671
96277be6ffc,4,3,2,55,,1,6,4,1,0,1,1,1,6,1,99,0,0,0,0,,,,,,385.4511426806671
96277be6ffc,5,4,1,5,,1,6,1,0,,2,0,0,0,0,10,0,0,0,0,,,,,,385.4511426806671
96277be6ffc,6,4,1,13,,1,6,1,2,6,1,3,0,0,0,99,0,0,0,0,,,,,,385.4511426806671
96277be6ffc,7,5,1,29,,1,6,4,1,0,1,1,1,6,1,99,0,0,0,0,,,,,,385.4511426806671
9bba7572161,1,1,1,33,,2,6,3,2,10,1,1,1,6,1,20,0,0,0,0,,,,,,324.1454797979798
9bba7572161,2,2,2,23,,2,6,3,3,12,1,3,2,0,0,20,0,0,0,0,,,2,2,0,324.1454797979798
9bba7572161,3,3,1,0,3,1,6,2,0,,0,0,0,0,0,20,0,0,0,0,5.94,62.3,,,,324.1454797979798
9bba7572161,4,3,2,2,35,1,6,2,0,,0,0,0,0,0,20,0,0,0,0,13.24,92.3,,,,324.1454797979798
9df4cc79f80,1,1,1,65,,2,6,4,1,0,1,1,1,5,11,20,0,0,0,0,,,,,,385.4511426806671
9df4cc79f80,2,2,2,59,,2,6,4,1,0,1,1,1,9,12,99,0,0,0,0,,,4,4,0,385.4511426806671
9df4cc79f80,3,3,2,27,,2,6,4,1,0,1,3,2,0,0,99,0,0,0,0,,,1,1,0,385.4511426806671
9df4cc79f80,4,4,2,3,36,1,6,1,1,0,0,0,0,0,0,20,0,0,0,0,13.74,93.5,,,,385.4511426806671
9df4cc79f80,5,4,1,29,,2,6,4,1,0,1,1,1,7,6,10,0,0,0,0,,,,,,385.4511426806671
a16bd73c465,1,1,1,30,,2,6,3,2,6,1,1,1,8,3,20,0,0,0,0,,,,,,324.1454797979798
a16bd73c465,2,2,2,25,,2,6,3,1,2,1,3,2,0,0,20,0,0,0,0,,,2,2,0,324.1454797979798
a16bd73c465,3,3,1,3,36,1,6,2,1,0,0,0,0,0,0,20,0,0,0,0,14.97,94.6,,,,324.1454797979798
a16bd73c465,4,3,1,4,58,1,6,2,1,0,0,0,0,0,0,20,0,0,0,0,17.9,106.3,,,,324.1454797979798
ac31f426fb9,1,1,1,50,,2,6,4,1,0,1,1,1,6,1,30,0,0,0,0,,,,,,266.6210707070707
ac31f426fb9,2,2,2,45,,2,6,4,1,0,1,1,1,6,1,30,0,0,0,0,,,6,6,0,266.6210707070707
ac31f426fb9,3,3,2,8,,1,6,1,1,1,1,0,0,0,0,30,0,0,0,0,,,,,,266.6210707070707
ac31f426fb9,4,3,1,15,,1,6,1,2,8,1,1,1,6,1,30,0,0,0,0,,,,,,266.6210707070707
ac31f426fb9,5,3,1,18,,1,6,1,2,8,1,1,1,6,1,30,0,0,0,0,,,,,,266.6210707070707
ac31f426fb9,6,4,2,18,,2,6,4,1,0,1,1,1,6,1,30,0,0,0,0,,,0,,0,266.6210707070707
b3ba7aed842,1,1,1,33,,2,6,2,1,0,2,1,1,6,1,12,0,0,0,0,,,,,,324.1454797979798
b3ba7aed842,2,2,2,27,,2,6,3,1,3,1,1,1,6,1,12,0,0,0,0,,,3,3,0,324.1454797979798
b3ba7aed842,3,3,2,1,17,1,6,2,1,0,0,0,0,0,0,12,0,0,0,0,10.07,77.1,,,,324.1454797979798
b3ba7aed842,4,3,2,2,25,1,6,2,1,0,0,0,0,0,0,12,0,0,0,0,11.5,83.8,,,,324.1454797979798
b3ba7aed842,5,3,1,4,54,1,6,2,1,0,0,0,0,0,0,12,0,0,0,0,14.59,100.8,,,,324.1454797979798
b553f874b7f,1,1,1,50,,2,6,3,3,13,1,1,1,9,7,12,0,0,0,0,,,,,,385.4511426806671
b553f874b7f,2,2,2,46,,2,6,3,3,12,1,1,1,3,12,12,0,0,0,0,,,2,2,0,385.4511426806671
b553f874b7f,3,3,1,18,,1,6,1,3,12,1,2,1,0,0,11,0,0,0,0,,,,,,385.4511426806671
b553f874b7f,4,4,1,84,,3,6,3,2,7,1,3,2,0,0,11,1,0,1,0,,,,,,385.4511426806671
ba7e4842c0d,1,1,1,50,,2,1,3,2,6,1,1,1,7,3,0,0,0,0,0,,,,,,266.6210707070707
ba7e4842c0d,2,2,2,42,,2,1,4,1,0,2,1,1,7,3,0,0,0,0,0,,,5,5,0,266.6210707070707
ba7e4842c0d,3,3,1,5,,1,1,1,1,0,2,0,0,0,0,99,0,0,0,0,,,,,,266.6210707070707
ba7e4842c0d,4,3,2,11,,1,1,1,1,3,1,3,0,0,0,0,0,0,0,0,,,,,,266.6210707070707
ba7e4842c0d,5,3,2,13,,1,1,1,2,5,1,3,0,0,0,0,0,0,0,0,,,,,,266.6210707070707
ba7e4842c0d,6,3,2,15,,1,1,1,2,8,1,3,2,0,0,0,0,0,0,0,,,,,,266.6210707070707
ba7e4842c0d,7,3,1,22,,1,1,1,2,9,1,1,1,7,3,0,0,0,0,0,,,,,,266.6210707070707
bca8bb883c4,1,1,1,40,,2,6,2,1,0,2,1,1,6,1,0,0,0,0,0,,,,,,266.6210707070707
bca8bb883c4,2,2,2,40,,2,6,2,1,0,2,1,1,6,1,99,0,0,0,0,,,0,,0,266.6210707070707
bca8bb883c4,3,3,1,9,,1,6,2,1,0,2,0,0,0,0,99,0,0,0,0,,,,,,266.6210707070707
bca8bb883c4,4,3,1,11,,1,6,2,1,0,2,1,0,0,0,99,0,0,0,0,,,,,,266.6210707070707
bca8bb883c4,5,3,1,14,,1,6,2,1,0,2,1,0,0,0,99,0,0,0,0,,,,,,266.6210707070707
bca8bb883c4,6,3,1,14,,1,6,2,1,0,2,1,0,0,0,99,0,0,0,0,,,,,,266.6210707070707
bca8bb883c4,7,3,1,16,,1,6,2,1,0,2,1,1,6,1,99,0,0,0,0,,,,,,266.6210707070707
bca8bb883c4,8,3,2,18,,1,6,2,1,0,2,1,1,6,1,99,0,0,0,0,,,0,,0,266.6210707070707
bf2cd94a5ac,1,1,1,23,,2,6,3,2,9,1,1,1,9,6,12,0,0,0,0,,,,,,324.1454797979798
bf2cd94a5ac,2,2,2,27,,2,6,1,2,8,1,3,2,0,0,12,0,0,0,0,,,3,3,1,324.1454797979798
bf2cd94a5ac,3,3,2,2,29,1,6,2,0,,0,0,0,0,0,12,0,0,0,0,12.2,88.6,,,,324.1454797979798
bf2cd94a5ac,4,3,2,4,50,1,6,1,1,0,0,0,0,0,0,12,0,0,0,0,13.89,97.6,,,,324.1454797979798
bf2cd94a5ac,5,3,2,7,,1,6,1,1,0,1,0,0,0,0,12,0,0,0,0,,,,,,324.1454797979798
cd824d3f914,1,1,1,66,,2,6,3,1,2,2,3,2,0,0,0,0,0,0,0,,,,,,385.4511426806671
cd824d3f914,2,2,2,62,,2,6,3,1,3,1,3,2,0,0,0,0,1,0,0,,,5,5,0,385.4511426806671
cd824d3f914,3,3,1,34,,2,6,3,2,7,1,1,1,6,1,0,1,0,0,0,,,,,,385.4511426806671
cd824d3f914,4,3,1,37,,2,6,3,2,7,1,1,1,6,1,0,0,1,0,0,,,,,,385.4511426806671
cd824d3f914,5,4,2,5,,1,6,2,1,0,2,0,0,0,0,11,0,0,0,0,,,,,,385.4511426806671
cd824d3f914,6,4,2,30,,2,6,3,2,7,1,3,2,0,0,0,0,0,0,0,,,1,1,0,385.4511426806671
cf98205a233,1,1,1,26,,2,7,4,1,0,1,1,1,6,1,11,0,0,0,0,,,,,,324.1454797979798
cf98205a233,2,2,2,24,,2,7,4,1,0,1,3,2,0,0,12,0,0,0,0,,,3,3,1,324.1454797979798
cf98205a233,3,3,2,0,1,1,7,2,0,,0,0,0,0,0,12,0,0,0,0,7.88,59.5,,,,324.1454797979798
cf98205a233,4,3,2,2,27,1,7,2,0,,0,0,0,0,0,11,0,0,0,0,11.43,85.2,,,,324.1454797979798
cf98205a233,5,3,2,5,,1,7,4,1,0,2,0,0,0,0,12,1,0,0,0,,,,,,324.1454797979798
d0385540f05,1,1,1,44,,2,6,4,1,0,1,1,1,6,1,0,0,0,0,0,,,,,,266.6210707070707
d0385540f05,2,2,2,37,,2,6,4,1,0,2,1,1,6,1,99,0,0,0,0,,,4,4,0,266.6210707070707
d0385540f05,3,3,2,2,30,1,6,2,0,,0,0,0,0,0,99,0,0,0,0,12.42,86.7,,,,266.6210707070707
d0385540f05,4,3,1,9,,1,6,1,1,2,1,0,0,0,0,99,0,0,0,0,,,,,,266.6210707070707
d0385540f05,5,3,2,16,,1,6,1,2,8,1,3,2,0,0,99,0,0,0,0,,,,,,266.6210707070707
d0385540f05,6,3,1,21,,2,6,4,1,0,1,1,1,7,3,11,0,0,0,0,,,,,,266.6210707070707
d0385540f05,7,4,2,19,,2,6,4,1,0,1,1,1,6,1,11,0,0,0,0,,,0,,0,266.6210707070707
d17b6cd42af,1,1,2,38,,2,6,3,3,16,1,1,1,3,12,20,0,0,0,0,,,3,3,0,324.1454797979798
d17b6cd42af,2,3,2,4,48,1,6,2,1,0,0,0,0,0,0,20,0,0,0,0,15.53,101.0,,,,324.1454797979798
d17b6cd42af,3,3,2,4,55,1,6,2,1,0,0,0,0,0,0,20,0,0,0,0,16.38,103.5,,,,324.1454797979798
d17b6cd42af,4,3,1,7,,1,6,1,1,1,1,0,0,0,0,20,1,1,0,0,,,,,,324.1454797979798
d2a2c0ab3f6,1,1,1,34,,2,6,3,2,10,1,1,1,6,1,30,0,0,0,0,,,,,,324.1454797979798
d2a2c0ab3f6,2,2,2,23,,2,6,3,2,7,1,1,1,6,1,11,0,0,0,0,,,2,2,1,324.1454797979798
d2a2c0ab3f6,3,3,2,0,1,1,6,2,0,,0,0,0,0,0,11,0,0,0,0,8.04,62.1,,,,324.1454797979798
d2a2c0ab3f6,4,3,2,2,32,1,6,2,0,,0,0,0,0,0,11,0,0,0,0,11.52,87.7,,,,324.1454797979798
d3b3e85a727,1,1,2,58,,2,6,2,1,0,1,3,2,0,0,20,0,0,0,0,,,9,6,0,266.6210707070707
d3b3e85a727,2,2,1,80,,2,6,2,1,0,2,3,2,0,0,20,1,1,1,0,,,,,,266.6210707070707
d3b3e85a727,3,3,2,21,,1,6,3,2,8,1,3,2,0,0,20,0,0,0,0,,,0,,0,266.6210707070707
d3b3e85a727,4,4,1,8,,1,6,1,1,1,1,0,0,0,0,20,0,0,0,0,,,,,,266.6210707070707
d3b3e85a727,5,4,1,10,,1,6,1,1,3,1,3,0,0,0,20,0,0,0,0,,,,,,266.6210707070707
d3b3e85a727,6,4,1,12,,1,6,1,1,4,1,3,0,0,0,20,0,0,0,0,,,,,,266.6210707070707
d3b3e85a727,7,4,1,13,,1,6,1,2,6,1,3,0,0,0,20,0,0,0,0,,,,,,266.6210707070707
d405fc1fe01,1,1,1,44,,2,6,3,1,5,1,1,1,6,1,12,0,0,0,0,,,,,,266.6210707070707
d405fc1fe01,2,2,2,46,,2,6,3,1,3,1,1,1,6,1,10,0,0,0,0,,,2,2,0,266.6210707070707
d405fc1fe01,3,3,1,22,,1,6,3,1,1,1,1,1,6,1,12,0,0,0,0,,,,,,266.6210707070707
d405fc1fe01,4,3,1,23,,2,6,3,1,3,1,1,1,6,1,12,0,0,0,0,,,,,,266.6210707070707
d405fc1fe01,5,4,2,16,,2,6,3,1,1,2,1,1,6,1,12,0,0,0,0,,,0,,0,266.6210707070707
d4c24f86050,1,1,1,65,,2,6,3,1,2,1,3,2,0,0,20,1,1,0,0,,,,,,385.4511426806671
d4c24f86050,2,2,2,42,,2,6,3,1,4,1,1,1,7,6,20,0,1,0,0,,,3,3,0,385.4511426806671
d4c24f86050,3,3,1,12,,1,6,1,1,5,1,3,0,0,0,20,0,0,0,0,,,,,,385.4511426806671
d4c24f86050,4,3,1,18,,1,6,1,2,9,1,1,1,7,6,99,0,0,0,0,,,,,,385.4511426806671
d4c24f86050,5,3,2,22,,1,6,3,1,5,1,1,1,5,15,20,0,0,0,0,,,1,1,0,385.4511426806671
d4c24f86050,6,4,1,4,54,1,6,2,1,0,0,0,0,0,0,20,0,0,0,0,16.02,103.1,,,,385.4511426806671
d73d0d6cf61,1,1,1,62,,2,6,3,1,2,1,1,1,5,6,20,0,0,0,0,,,,,,324.1454797979798
